"Time (s)","X (hPa)"
9.278998807E2,1.017320786E3
9.289681267E2,1.017317352E3
9.300363827E2,1.017312698E3
9.311046147E2,1.017308121E3
9.321729027E2,1.017302246E3
9.332411987E2,1.017298431E3
9.343094637E2,1.017297745E3
9.353777037E2,1.017296295E3
9.364459087E2,1.017296295E3
9.375141397E2,1.017295914E3
9.385824327E2,1.017294006E3
9.396507047E2,1.017291946E3
9.407190157E2,1.017290192E3
9.417873327E2,1.017287521E3
9.428556447E2,1.017285385E3
9.439239257E2,1.017284164E3
9.449922267E2,1.017280350E3
9.460604457E2,1.017275925E3
9.471286957E2,1.017270813E3
9.481969137E2,1.017262802E3
9.492651527E2,1.017252579E3
9.503334057E2,1.017243729E3
9.514016627E2,1.017233658E3
9.524699097E2,1.017228317E3
9.535381627E2,1.017227859E3
9.546064577E2,1.017227859E3
9.556747207E2,1.017231369E3
9.567430157E2,1.017239304E3
9.578113207E2,1.017244339E3
9.588796517E2,1.017250061E3
9.599479437E2,1.017254410E3
9.610162697E2,1.017259064E3
9.620845477E2,1.017260818E3
9.631528407E2,1.017266922E3
9.642210807E2,1.017270660E3
9.652893947E2,1.017276917E3
9.663576317E2,1.017283478E3
9.674258957E2,1.017287216E3
9.684941427E2,1.017289200E3
9.695623557E2,1.017289200E3
9.706306237E2,1.017278214E3
9.716988467E2,1.017264481E3
9.727671007E2,1.017257156E3
9.738353527E2,1.017254410E3
9.749036327E2,1.017254410E3
9.759718707E2,1.017261963E3
9.770401207E2,1.017270889E3
9.781083737E2,1.017273560E3
9.791766467E2,1.017273560E3
9.802448997E2,1.017272339E3
9.813131487E2,1.017270432E3
9.823814167E2,1.017269821E3
9.834497227E2,1.017268753E3
9.845180107E2,1.017269821E3
9.855862627E2,1.017271042E3
9.866545137E2,1.017272491E3
9.877227627E2,1.017272491E3
9.887910077E2,1.017272491E3
9.898592837E2,1.017272339E3
9.909275727E2,1.017272339E3
9.919958387E2,1.017272339E3
9.930641077E2,1.017276077E3
9.941323817E2,1.017279968E3
9.952006537E2,1.017284393E3
9.962689447E2,1.017290497E3
9.973372767E2,1.017293167E3
9.984056187E2,1.017294922E3
9.994739377E2,1.017296295E3
1.000542281E3,1.017296600E3
1.001610611E3,1.017299271E3
1.002678952E3,1.017303543E3
1.003747251E3,1.017307663E3
1.004815560E3,1.017315750E3
1.005883899E3,1.017324066E3
1.006952193E3,1.017329178E3
1.008020491E3,1.017329178E3
1.009088814E3,1.017321625E3
1.010157144E3,1.017305832E3
1.011225432E3,1.017291336E3
1.012293724E3,1.017287064E3
1.013362085E3,1.017287064E3
1.014430468E3,1.017287521E3
1.015498801E3,1.017293396E3
1.016567124E3,1.017293396E3
1.017635491E3,1.017286453E3
1.018703847E3,1.017276764E3
1.019772173E3,1.017265396E3
1.020840502E3,1.017255707E3
1.021908804E3,1.017247543E3
1.022977191E3,1.017240982E3
1.024045508E3,1.017240982E3
1.025113904E3,1.017242889E3
1.026182214E3,1.017248535E3
1.027250569E3,1.017252808E3
1.028318965E3,1.017255554E3
1.029387304E3,1.017256165E3
1.030455600E3,1.017256165E3
1.031523917E3,1.017256165E3
1.032592252E3,1.017257156E3
1.033660582E3,1.017259674E3
1.034728903E3,1.017261353E3
1.035797214E3,1.017262268E3
1.036865546E3,1.017262268E3
1.037933885E3,1.017260818E3
1.039002176E3,1.017257538E3
1.040070488E3,1.017256317E3
1.041138774E3,1.017254181E3
1.042207067E3,1.017254181E3
1.043275365E3,1.017254486E3
1.044343670E3,1.017258377E3
1.045411989E3,1.017260284E3
1.046480291E3,1.017265549E3
1.047548565E3,1.017268143E3
1.048616892E3,1.017271271E3
1.049685232E3,1.017271271E3
1.050753560E3,1.017270432E3
1.051821886E3,1.017269211E3
1.052890248E3,1.017267075E3
1.053958618E3,1.017265244E3
1.055027005E3,1.017263718E3
1.056095381E3,1.017258682E3
1.057163752E3,1.017253189E3
1.058232107E3,1.017251892E3
1.059300519E3,1.017249451E3
1.060368877E3,1.017249451E3
1.061437294E3,1.017254028E3
1.062505658E3,1.017258682E3
1.063574070E3,1.017258682E3
1.064642470E3,1.017258682E3
1.065710875E3,1.017258072E3
1.066779261E3,1.017258072E3
1.067847683E3,1.017259140E3
1.068916089E3,1.017265625E3
1.069984507E3,1.017272720E3
1.071052895E3,1.017274017E3
1.072121240E3,1.017274017E3
1.073189605E3,1.017270432E3
1.074258025E3,1.017263947E3
1.075326429E3,1.017254868E3
1.076394886E3,1.017252579E3
1.077463300E3,1.017252579E3
1.078531748E3,1.017255020E3
1.079600198E3,1.017257538E3
1.080668619E3,1.017259979E3
1.081737055E3,1.017260284E3
1.082805499E3,1.017260590E3
1.083873968E3,1.017260590E3
1.084942348E3,1.017258606E3
1.086010792E3,1.017257004E3
1.087079192E3,1.017256393E3
1.088147523E3,1.017253647E3
1.089215950E3,1.017253647E3
1.090284435E3,1.017253876E3
1.091352887E3,1.017254715E3
1.092421356E3,1.017255707E3
1.093489789E3,1.017259140E3
1.094558220E3,1.017260590E3
1.095626688E3,1.017262650E3
1.096695150E3,1.017268066E3
1.097763567E3,1.017273865E3
1.098831963E3,1.017279892E3
1.099900419E3,1.017288818E3
1.100968867E3,1.017295456E3
1.102037344E3,1.017299500E3
1.103105778E3,1.017301788E3
1.104174265E3,1.017301788E3
1.105242750E3,1.017292786E3
1.106311199E3,1.017283325E3
1.107379649E3,1.017271652E3
1.108448056E3,1.017262421E3
1.109516482E3,1.017262039E3
1.110584914E3,1.017262039E3
1.111653322E3,1.017273407E3
1.112721755E3,1.017282639E3
1.113790182E3,1.017292099E3
1.114858610E3,1.017292099E3
1.115927059E3,1.017289810E3
1.116995475E3,1.017277374E3
1.118063891E3,1.017266464E3
1.119132291E3,1.017255554E3
1.120200655E3,1.017243881E3
1.121269089E3,1.017239685E3
1.122337542E3,1.017236328E3
1.123406006E3,1.017232971E3
1.124474427E3,1.017227097E3
1.125542881E3,1.017221451E3
1.126611274E3,1.017215958E3
1.127679711E3,1.017209015E3
1.128748130E3,1.017208557E3
1.129816622E3,1.017208557E3
1.130885170E3,1.017210922E3
1.131953669E3,1.017214050E3
1.133022152E3,1.017219086E3
1.134090627E3,1.017222061E3
1.135159114E3,1.017222061E3
1.136227629E3,1.017222061E3
1.137296095E3,1.017223282E3
1.138364606E3,1.017225571E3
1.139433075E3,1.017227325E3
1.140501497E3,1.017231979E3
1.141569917E3,1.017235870E3
1.142638346E3,1.017240143E3
1.143706761E3,1.017242661E3
1.144775145E3,1.017245331E3
1.145843542E3,1.017246475E3
1.146911975E3,1.017246475E3
1.147980435E3,1.017247086E3
1.149048941E3,1.017247086E3
1.150117461E3,1.017247086E3
1.151185932E3,1.017245560E3
1.152254409E3,1.017243881E3
1.153322894E3,1.017243042E3
1.154391420E3,1.017240906E3
1.155459947E3,1.017240906E3
1.156528462E3,1.017240982E3
1.157596957E3,1.017242279E3
1.158665464E3,1.017242889E3
1.159733971E3,1.017245560E3
1.160802462E3,1.017247238E3
1.161870968E3,1.017250595E3
1.162939506E3,1.017254868E3
1.164008061E3,1.017260361E3
1.165076600E3,1.017266083E3
1.166145168E3,1.017272949E3
1.167213794E3,1.017278900E3
1.168282377E3,1.017282257E3
1.169350970E3,1.017285843E3
1.170419519E3,1.017288284E3
1.171488066E3,1.017288818E3
1.172556584E3,1.017289963E3
1.173625126E3,1.017289963E3
1.174693591E3,1.017285767E3
1.175762043E3,1.017282410E3
1.176830520E3,1.017279663E3
1.177899018E3,1.017277756E3
1.178967510E3,1.017277756E3
1.180035988E3,1.017283249E3
1.181104469E3,1.017287979E3
1.182172992E3,1.017291718E3
1.183241462E3,1.017296600E3
1.184309950E3,1.017299347E3
1.185378475E3,1.017303925E3
1.186446987E3,1.017307892E3
1.187515509E3,1.017312088E3
1.188583999E3,1.017313614E3
1.189652510E3,1.017313614E3
1.190720985E3,1.017310410E3
1.191789475E3,1.017306824E3
1.192857972E3,1.017304077E3
1.193926471E3,1.017300720E3
1.194994946E3,1.017295227E3
1.196063459E3,1.017288132E3
1.197132013E3,1.017283478E3
1.198200548E3,1.017281570E3
1.199269074E3,1.017280121E3
1.200337629E3,1.017279053E3
1.201406176E3,1.017279053E3
1.202474741E3,1.017276917E3
1.203543307E3,1.017267303E3
1.204611936E3,1.017253647E3
1.205680582E3,1.017233200E3
1.206749191E3,1.017212982E3
1.207817827E3,1.017197418E3
1.208886464E3,1.017188187E3
1.209955140E3,1.017182922E3
1.211023762E3,1.017182922E3
1.212092383E3,1.017189026E3
1.213161080E3,1.017198486E3
1.214229724E3,1.017201843E3
1.215298384E3,1.017206879E3
1.216366997E3,1.017210693E3
1.217435654E3,1.017210693E3
1.218504286E3,1.017204285E3
1.219572935E3,1.017198257E3
1.220641558E3,1.017198257E3
1.221710240E3,1.017200928E3
1.222778928E3,1.017209167E3
1.223847587E3,1.017218704E3
1.224916276E3,1.017225647E3
1.225984908E3,1.017225876E3
1.227053556E3,1.017225876E3
1.228122222E3,1.017221756E3
1.229190859E3,1.017208405E3
1.230259541E3,1.017196808E3
1.231328219E3,1.017194672E3
1.232396880E3,1.017194672E3
1.233465518E3,1.017199249E3
1.234534182E3,1.017215881E3
1.235602817E3,1.017232819E3
1.236671393E3,1.017246704E3
1.237740012E3,1.017252579E3
1.238808611E3,1.017257233E3
1.239877250E3,1.017258835E3
1.240945918E3,1.017258835E3
1.242014582E3,1.017250290E3
1.243083231E3,1.017239075E3
1.244151878E3,1.017226868E3
1.245220562E3,1.017217178E3
1.246289242E3,1.017208939E3
1.247357921E3,1.017208328E3
1.248426555E3,1.017208328E3
1.249495209E3,1.017209015E3
1.250563889E3,1.017209015E3
1.251632537E3,1.017208710E3
1.252701211E3,1.017208710E3
1.253769902E3,1.017212296E3
1.254838609E3,1.017221756E3
1.255907269E3,1.017238083E3
1.256975954E3,1.017254715E3
1.258044647E3,1.017270889E3
1.259113343E3,1.017283859E3
1.260182054E3,1.017286377E3
1.261250791E3,1.017286377E3
1.262319512E3,1.017282639E3
1.263388257E3,1.017275085E3
1.264456969E3,1.017269211E3
1.265525721E3,1.017264481E3
1.266594482E3,1.017260971E3
1.267663262E3,1.017259445E3
1.268732012E3,1.017259445E3
1.269800725E3,1.017259445E3
1.270869438E3,1.017261124E3
1.271938155E3,1.017263260E3
1.273006842E3,1.017263870E3
1.274075536E3,1.017264175E3
1.275144217E3,1.017263870E3
1.276212936E3,1.017262878E3
1.277281705E3,1.017262878E3
1.278350392E3,1.017263947E3
1.279419129E3,1.017265625E3
1.280487853E3,1.017267075E3
1.281556611E3,1.017269745E3
1.282625331E3,1.017272339E3
1.283694007E3,1.017274170E3
1.284762769E3,1.017275543E3
1.285831563E3,1.017277145E3
1.286900349E3,1.017277145E3
1.287969167E3,1.017276306E3
1.289037955E3,1.017275238E3
1.290106690E3,1.017275238E3
1.291175450E3,1.017275314E3
1.292244255E3,1.017276764E3
1.293313089E3,1.017278061E3
1.294381906E3,1.017278061E3
1.295450751E3,1.017270660E3
1.296519595E3,1.017265244E3
1.297588435E3,1.017260132E3
1.298657256E3,1.017260132E3
1.299726082E3,1.017261200E3
1.300794900E3,1.017267075E3
1.301863716E3,1.017272110E3
1.302932527E3,1.017276382E3
1.304001374E3,1.017280579E3
1.305070252E3,1.017286453E3
1.306139146E3,1.017295074E3
1.307207988E3,1.017304077E3
1.308276745E3,1.017311020E3
1.309345516E3,1.017316971E3
1.310414325E3,1.017321243E3
1.311483096E3,1.017321777E3
1.312551931E3,1.017322388E3
1.313620771E3,1.017322464E3
1.314689618E3,1.017322464E3
1.315758398E3,1.017319641E3
1.316827164E3,1.017317123E3
1.317896013E3,1.017317123E3
1.318964865E3,1.017316742E3
1.320033708E3,1.017316742E3
1.321102602E3,1.017315750E3
1.322171536E3,1.017315445E3
1.323240415E3,1.017313614E3
1.324309272E3,1.017309494E3
1.325378130E3,1.017306366E3
1.326447033E3,1.017301865E3
1.327515907E3,1.017298660E3
1.328584790E3,1.017295456E3
1.329653692E3,1.017293396E3
1.330722581E3,1.017292099E3
1.331791548E3,1.017292099E3
1.332860519E3,1.017293015E3
1.333929395E3,1.017296906E3
1.334998178E3,1.017298203E3
1.336067036E3,1.017304611E3
1.337135872E3,1.017308731E3
1.338204742E3,1.017311020E3
1.339273653E3,1.017312775E3
1.340342572E3,1.017316132E3
1.341411458E3,1.017316589E3
1.342480361E3,1.017317581E3
1.343549265E3,1.017317657E3
1.344618154E3,1.017317810E3
1.345687047E3,1.017317810E3
1.346755898E3,1.017315521E3
1.347824799E3,1.017313995E3
1.348893659E3,1.017313995E3
1.349962522E3,1.017310486E3
1.351031394E3,1.017310486E3
1.352100332E3,1.017310638E3
1.353169309E3,1.017312164E3
1.354238227E3,1.017314835E3
1.355307166E3,1.017321396E3
1.356376089E3,1.017325363E3
1.357444989E3,1.017327728E3
1.358513908E3,1.017330399E3
1.359582805E3,1.017330399E3
1.360651700E3,1.017330246E3
1.361720647E3,1.017320786E3
1.362789533E3,1.017310028E3
1.363858393E3,1.017300949E3
1.364927308E3,1.017297821E3
1.365996240E3,1.017297821E3
1.367065192E3,1.017301559E3
1.368134137E3,1.017310410E3
1.369203082E3,1.017318878E3
1.370271986E3,1.017318878E3
1.371340912E3,1.017319641E3
1.372409782E3,1.017321777E3
1.373478681E3,1.017322464E3
1.374547581E3,1.017323074E3
1.375616506E3,1.017324905E3
1.376685456E3,1.017326584E3
1.377754367E3,1.017327042E3
1.378823232E3,1.017327118E3
1.379892096E3,1.017328491E3
1.380960936E3,1.017330399E3
1.382029807E3,1.017332306E3
1.383098690E3,1.017332306E3
1.384167564E3,1.017332153E3
1.385236507E3,1.017325134E3
1.386305359E3,1.017313538E3
1.387374210E3,1.017299957E3
1.388443148E3,1.017296982E3
1.389512059E3,1.017296982E3
1.390580960E3,1.017307739E3
1.391649844E3,1.017321548E3
1.392718709E3,1.017333603E3
1.393787603E3,1.017342224E3
1.394856512E3,1.017343216E3
1.395925425E3,1.017344742E3
1.396994353E3,1.017346802E3
1.398063228E3,1.017352066E3
1.399132165E3,1.017358017E3
1.400201104E3,1.017365189E3
1.401270023E3,1.017371368E3
1.402338986E3,1.017374420E3
1.403407956E3,1.017375107E3
1.404476922E3,1.017375107E3
1.405545876E3,1.017370224E3
1.406614853E3,1.017366409E3
1.407683794E3,1.017359543E3
1.408752722E3,1.017352524E3
1.409821622E3,1.017340927E3
1.410890478E3,1.017333450E3
1.411959357E3,1.017327118E3
1.413028279E3,1.017321625E3
1.414097172E3,1.017319717E3
1.415166057E3,1.017318268E3
1.416234973E3,1.017313004E3
1.417303928E3,1.017304306E3
1.418372869E3,1.017293396E3
1.419441788E3,1.017283859E3
1.420510758E3,1.017272949E3
1.421579672E3,1.017270660E3
1.422648614E3,1.017270660E3
1.423717592E3,1.017277069E3
1.424786545E3,1.017285995E3
1.425855497E3,1.017293167E3
1.426924493E3,1.017300568E3
1.427993499E3,1.017304764E3
1.429062462E3,1.017305374E3
1.430131455E3,1.017305756E3
1.431200407E3,1.017306442E3
1.432269390E3,1.017306824E3
1.433338402E3,1.017309647E3
1.434407460E3,1.017309647E3
1.435476520E3,1.017308578E3
1.436545526E3,1.017308350E3
1.437614532E3,1.017306442E3
1.438683527E3,1.017302856E3
1.439752496E3,1.017302246E3
1.440821494E3,1.017302170E3
1.441890472E3,1.017302170E3
1.442959462E3,1.017302704E3
1.444028472E3,1.017305145E3
1.445097485E3,1.017308350E3
1.446166503E3,1.017309418E3
1.447235541E3,1.017309418E3
1.448304536E3,1.017309341E3
1.449373518E3,1.017307968E3
1.450442534E3,1.017306595E3
1.451511552E3,1.017306595E3
1.452580601E3,1.017307129E3
1.453649612E3,1.017307281E3
1.454718569E3,1.017307968E3
1.455787517E3,1.017309418E3
1.456856519E3,1.017309418E3
1.457925514E3,1.017308578E3
1.458994539E3,1.017308578E3
1.460063546E3,1.017305222E3
1.461132559E3,1.017302246E3
1.462201594E3,1.017298279E3
1.463270614E3,1.017294693E3
1.464339654E3,1.017290268E3
1.465408708E3,1.017287750E3
1.466477726E3,1.017286911E3
1.467546770E3,1.017286911E3
1.468615786E3,1.017287750E3
1.469684856E3,1.017290878E3
1.470753939E3,1.017293777E3
1.471822979E3,1.017293777E3
1.472892032E3,1.017291107E3
1.473961082E3,1.017286911E3
1.475030114E3,1.017286835E3
1.476099161E3,1.017285004E3
1.477168217E3,1.017285004E3
1.478237254E3,1.017286911E3
1.479306248E3,1.017289963E3
1.480375273E3,1.017289963E3
1.481444320E3,1.017289963E3
1.482513406E3,1.017287674E3
1.483582459E3,1.017287674E3
1.484651451E3,1.017288513E3
1.485720447E3,1.017288818E3
1.486789524E3,1.017289429E3
1.487858572E3,1.017292557E3
1.488927676E3,1.017293549E3
1.489996777E3,1.017293549E3
1.491065835E3,1.017292557E3
1.492134932E3,1.017292175E3
1.493203991E3,1.017291489E3
1.494273028E3,1.017291489E3
1.495342064E3,1.017291489E3
1.496411077E3,1.017291489E3
1.497480166E3,1.017290802E3
1.498549296E3,1.017288818E3
1.499618424E3,1.017285538E3
1.500687583E3,1.017283096E3
1.501756805E3,1.017280579E3
1.502825984E3,1.017279663E3
1.503895176E3,1.017277756E3
1.504964356E3,1.017277603E3
1.506033551E3,1.017276154E3
1.507102728E3,1.017276154E3
1.508171926E3,1.017276154E3
1.509241074E3,1.017275543E3
1.510310227E3,1.017275543E3
1.511379358E3,1.017275467E3
1.512448517E3,1.017274475E3
1.513517667E3,1.017272568E3
1.514586809E3,1.017272491E3
1.515655958E3,1.017270432E3
1.516725142E3,1.017266922E3
1.517794278E3,1.017264709E3
1.518863447E3,1.017261963E3
1.519932623E3,1.017258911E3
1.521001792E3,1.017258606E3
1.522071001E3,1.017257996E3
1.523140174E3,1.017257996E3
1.524209334E3,1.017258911E3
1.525278467E3,1.017260361E3
1.526347566E3,1.017260513E3
1.527416651E3,1.017260818E3
1.528485771E3,1.017262497E3
1.529554887E3,1.017264481E3
1.530624054E3,1.017266464E3
1.531693195E3,1.017269821E3
1.532762381E3,1.017273178E3
1.533831605E3,1.017277832E3
1.534900784E3,1.017283325E3
1.535969939E3,1.017287750E3
1.537039044E3,1.017292328E3
1.538108185E3,1.017296982E3
1.539177386E3,1.017299652E3
1.540246610E3,1.017303314E3
1.541315804E3,1.017306671E3
1.542385002E3,1.017306900E3
1.543454195E3,1.017308731E3
1.544523350E3,1.017310257E3
1.545592537E3,1.017310257E3
1.546661721E3,1.017308960E3
1.547730838E3,1.017308807E3
1.548799995E3,1.017306366E3
1.549869158E3,1.017303543E3
1.550938367E3,1.017301865E3
1.552007539E3,1.017300186E3
1.553076793E3,1.017297745E3
1.554146048E3,1.017297745E3
1.555215327E3,1.017297745E3
1.556284573E3,1.017298584E3
1.557353822E3,1.017298584E3
1.558423027E3,1.017296906E3
1.559492249E3,1.017295761E3
1.560561475E3,1.017293549E3
1.561630729E3,1.017290192E3
1.562699982E3,1.017290192E3
1.563769183E3,1.017292175E3
1.564838384E3,1.017294083E3
1.565907554E3,1.017294083E3
1.566976750E3,1.017294617E3
1.568045955E3,1.017294617E3
1.569115135E3,1.017290878E3
1.570184381E3,1.017290878E3
1.571253606E3,1.017291718E3
1.572322827E3,1.017292175E3
1.573392060E3,1.017292480E3
1.574461251E3,1.017292480E3
1.575530506E3,1.017291870E3
1.576599790E3,1.017290268E3
1.577669009E3,1.017289658E3
1.578738239E3,1.017287903E3
1.579807518E3,1.017287903E3
1.580876821E3,1.017289124E3
1.581946106E3,1.017292480E3
1.583015329E3,1.017298203E3
1.584084570E3,1.017304077E3
1.585153785E3,1.017312775E3
1.586223042E3,1.017322235E3
1.587292271E3,1.017335052E3
1.588361458E3,1.017342224E3
1.589430662E3,1.017350464E3
1.590499859E3,1.017355881E3
1.591569084E3,1.017355881E3
1.592638331E3,1.017352600E3
1.593707586E3,1.017350082E3
1.594776861E3,1.017344131E3
1.595846124E3,1.017335281E3
1.596915344E3,1.017323074E3
1.597984585E3,1.017308807E3
1.599053777E3,1.017290649E3
1.600122994E3,1.017275009E3
1.601192249E3,1.017260361E3
1.602261493E3,1.017249832E3
1.603330778E3,1.017242279E3
1.604400055E3,1.017238083E3
1.605469278E3,1.017235718E3
1.606538521E3,1.017235718E3
1.607607751E3,1.017235718E3
1.608676979E3,1.017235260E3
1.609746257E3,1.017235260E3
1.610815481E3,1.017236710E3
1.611884729E3,1.017236786E3
1.612953975E3,1.017238388E3
1.614023188E3,1.017242661E3
1.615092407E3,1.017246475E3
1.616161640E3,1.017249222E3
1.617230875E3,1.017253799E3
1.618300153E3,1.017258072E3
1.619369433E3,1.017259750E3
1.620438671E3,1.017261963E3
1.621507891E3,1.017264786E3
1.622577161E3,1.017265396E3
1.623646428E3,1.017266617E3
1.624715713E3,1.017267075E3
1.625784986E3,1.017267303E3
1.626854257E3,1.017268143E3
1.627923535E3,1.017269974E3
1.628992853E3,1.017270050E3
1.630062155E3,1.017271500E3
1.631131432E3,1.017271500E3
1.632200704E3,1.017268295E3
1.633269991E3,1.017261810E3
1.634339291E3,1.017255707E3
1.635408611E3,1.017247543E3
1.636477971E3,1.017241592E3
1.637547327E3,1.017232971E3
1.638616679E3,1.017228241E3
1.639686020E3,1.017223282E3
1.640755332E3,1.017223129E3
1.641824626E3,1.017223129E3
1.642893941E3,1.017230072E3
1.643963239E3,1.017234802E3
1.645032557E3,1.017239456E3
1.646101845E3,1.017240524E3
1.647171230E3,1.017240524E3
1.648240587E3,1.017239304E3
1.649309941E3,1.017237015E3
1.650379255E3,1.017235107E3
1.651448549E3,1.017232742E3
1.652517883E3,1.017231750E3
1.653587170E3,1.017231750E3
1.654656500E3,1.017232361E3
1.655725863E3,1.017233658E3
1.656795203E3,1.017237854E3
1.657864504E3,1.017241440E3
1.658933829E3,1.017245331E3
1.660003178E3,1.017249222E3
1.661072528E3,1.017254868E3
1.662141974E3,1.017255249E3
1.663211358E3,1.017257996E3
1.664280714E3,1.017259064E3
1.665350055E3,1.017260132E3
1.666419381E3,1.017260590E3
1.667488723E3,1.017260590E3
1.668558038E3,1.017260818E3
1.669627412E3,1.017260590E3
1.670696829E3,1.017259064E3
1.671766215E3,1.017255020E3
1.672835554E3,1.017253418E3
1.673904921E3,1.017252579E3
1.674974306E3,1.017252579E3
1.676043747E3,1.017254486E3
1.677113191E3,1.017258453E3
1.678182606E3,1.017260361E3
1.679252006E3,1.017261658E3
1.680321411E3,1.017261658E3
1.681390799E3,1.017261658E3
1.682460202E3,1.017263107E3
1.683529601E3,1.017266693E3
1.684598978E3,1.017268906E3
1.685668329E3,1.017271042E3
1.686737683E3,1.017275467E3
1.687807053E3,1.017279282E3
1.688876399E3,1.017281189E3
1.689945778E3,1.017285843E3
1.691015114E3,1.017289581E3
1.692084434E3,1.017291031E3
1.693153796E3,1.017291031E3
1.694223226E3,1.017290802E3
1.695292667E3,1.017288818E3
1.696362058E3,1.017285995E3
1.697431447E3,1.017284698E3
1.698500845E3,1.017284698E3
1.699570215E3,1.017285156E3
1.700639593E3,1.017287445E3
1.701709040E3,1.017287674E3
1.702778457E3,1.017287674E3
1.703847854E3,1.017287064E3
1.704917271E3,1.017284775E3
1.705986668E3,1.017280121E3
1.707056012E3,1.017279434E3
1.708125368E3,1.017279434E3
1.709194709E3,1.017280731E3
1.710264081E3,1.017281418E3
1.711333450E3,1.017282867E3
1.712402816E3,1.017282867E3
1.713472208E3,1.017282486E3
1.714541600E3,1.017281113E3
1.715611024E3,1.017280350E3
1.716680387E3,1.017279282E3
1.717749749E3,1.017279282E3
1.718819116E3,1.017283249E3
1.719888497E3,1.017288132E3
1.720957862E3,1.017292099E3
1.722027206E3,1.017298660E3
1.723096564E3,1.017302170E3
1.724165920E3,1.017303238E3
1.725235273E3,1.017303696E3
1.726304664E3,1.017303696E3
1.727374058E3,1.017302246E3
1.728443457E3,1.017299500E3
1.729512820E3,1.017295761E3
1.730582217E3,1.017291107E3
1.731651571E3,1.017287750E3
1.732720948E3,1.017284088E3
1.733790335E3,1.017281418E3
1.734859743E3,1.017281189E3
1.735929138E3,1.017281418E3
1.736998520E3,1.017281570E3
1.738067921E3,1.017282486E3
1.739137332E3,1.017284775E3
1.740206731E3,1.017285614E3
1.741276133E3,1.017288132E3
1.742345558E3,1.017289963E3
1.743414954E3,1.017289963E3
1.744484382E3,1.017289810E3
1.745553804E3,1.017286377E3
1.746623241E3,1.017282486E3
1.747692654E3,1.017278900E3
1.748762007E3,1.017274399E3
1.749831354E3,1.017271118E3
1.750900746E3,1.017269211E3
1.751970153E3,1.017268143E3
1.753039634E3,1.017266693E3
1.754109098E3,1.017266235E3
1.755178540E3,1.017264099E3
1.756247953E3,1.017256546E3
1.757317401E3,1.017249985E3
1.758386797E3,1.017243118E3
1.759456173E3,1.017236099E3
1.760525581E3,1.017230453E3
1.761594973E3,1.017229767E3
1.762664339E3,1.017227554E3
1.763733675E3,1.017226486E3
1.764802993E3,1.017226486E3
1.765872343E3,1.017233810E3
